name,vr,teff,logg,feh,teffm,loggm,fehm,ca4227,g4300,hgama,hgamf,fe4383,ca4455,fe4531,fe4668,hbeta,fe5015,mg1,mg2,mgb,fe5270,fe5335,fe5406,fe5709,fe5782,nad,tio1,tio2,sp_type,spec,q_sp_type,q_logg,q_feh,q_vr,logg_m,feh_m
HD179761,-7.1,13117,3.34,-0.1,13182,4.07,0.46,0.0146,-1.533,7.0026,5.6811,-0.2034,0.1817,0.1207,-0.3844,5.6033,0.3664,0.0184,0.0171,0.0328,0.0407,0.0181,0.0316,-0.0614,0.056,0.4914,0.0193,0.0035,B7III,B,C,1,2,0,4.07,0.46
HD179791,17,8628,3.97,-0.34,9210,3.95,-0.47,0.1204,-2.4605,11.7416,8.3509,-1.3074,-0.0839,0.7098,-0.6208,8.17,0.992,0.0029,0.0244,0.4501,0.3648,0.3803,0.0572,-0.0113,0.0259,0.7949,0.014,0.0006,A3V,A,C,1,0,0,3.95,-0.47
HD180029,-33.1,10443,4.2,1,12855,4.1,0.8,0.0042,-1.3768,7.3285,5.7736,-0.5332,-0.0482,0.0971,-0.8854,5.8458,0.1897,0.0205,0.0491,0.1017,-0.0223,0.0039,0.1367,-0.0177,0.2582,0.6796,0.0142,0.004,ApSi,A,D,1,0,0,4.1,0.8
HD180086,-25.38,6800,3.75,-1.7,7189,3.68,-2.31,0.2355,-0.0358,6.6018,5.4727,-0.1583,0.2038,1.7484,-0.0056,5.6548,2.4602,0.0037,0.0406,0.5472,1.0943,0.9026,0.272,0.1259,0.1125,1.1765,0.021,0.0055,F0V,F,C,1,0,0,3.68,-2.31
HD180163,-8.1,17360,3.38,-0.01,17972,3.36,0.01,0.0227,-1.1104,4.8147,4.1282,0.3797,0.6234,0.0604,0.052,4.1206,0.6921,0.0152,0.0097,-0.0633,-0.0613,0.1326,-0.0727,-0.0308,-0.0238,0.1632,0.0061,0.0005,B2.5IV,B,C,1,1,0,3.36,0.01
HD180590,-6.93,4645,2.8,-0.3,4833,3.09,-0.07,0.7376,5.9999,-7.6541,-2.4409,5.6137,1.3047,3.2273,5.6731,1.4143,5.26,0.0597,0.1788,3.3208,3.1168,2.5458,1.6013,1.1231,0.7104,2.2971,0.0096,0.0151,K0III,K,C,1,0,0,3.09,-0.07
HD180711,24.73,4833,2.66,-0.11,4824,2.58,-0.19,0.6074,6.3855,-7.4603,-2.3035,5.081,1.2718,3.3911,5.2601,1.4881,5.3368,0.0515,0.1435,2.4764,2.8672,2.346,1.5752,1.076,0.6749,1.5662,0.0054,0.0154,G9III,G,B,1,2,0,2.58,-0.19
HD180896,18.86,4568,2.59,-0.02,4839,2.57,0.01,0.4951,6.183,-7.7242,-2.1851,5.5868,1.4469,3.5015,6.4014,1.5697,5.9472,0.0522,0.1488,2.4744,3.1791,2.4667,1.7355,1.2031,0.8974,2.2912,0.0138,0.0203,K0III,K,C,1,0,0,2.57,0.01
HD180973,-47.41,7000,3.85,-0.12,7056,4.21,-0.49,0.3126,0.8161,4.813,4.5409,0.6747,0.3701,1.912,0.473,4.9505,2.9497,0.0003,0.0406,0.5905,1.149,1.0377,0.2723,0.1378,0.106,1.0568,0.0095,0.0009,F2III,F,C,1,0,0,4.21,-0.49
HD181096,-44.38,6275,4.03,-0.28,6111,3.82,-0.25,0.4606,2.4678,1.9836,2.7354,0.7181,0.4033,1.9452,0.95,3.6807,3.0657,0.0101,0.0509,1.0892,1.1854,0.8954,0.4869,0.31,0.1262,1.0925,0.0112,0.0002,F6IV:,F,D,1,3,0,3.82,-0.25
HD181366,-8.16,5150,3.5,-0.48,5054,2.95,-0.31,0.6118,5.3604,-5.8061,-1.147,4.4219,1.2215,3.2683,4.4281,1.8082,5.3095,0.0242,0.1129,2.1398,2.6842,2.1195,1.3505,0.9922,0.7312,1.8162,0.006,0.0144,G8/K0III,G,D,1,0,0,2.95,-0.31
HD181414,66.32,8569,4.09,0,8905,3.51,0.59,-0.0322,-3.0148,13.1244,8.8517,-2.2957,0.1379,0.9916,-0.3438,8.5978,1.2981,-0.0108,0.0166,0.237,0.591,0.5088,0.4351,0.0483,0.4791,0.6184,0.0074,0.005,A2V,A,C,1,0,0,3.51,0.59
HD181420,-37.13,6300,4,-0.1,6403,4.01,-0.11,0.3961,1.3363,3.5909,3.7378,0.6839,0.3403,1.8761,0.9977,4.2636,2.9358,0.0046,0.0489,1.0636,1.1577,0.9667,0.3709,0.2606,0.1545,1.0907,0.0137,0.0028,F6V,F,C,1,0,0,4.01,-0.11
HD181440,-30.4,10913,3.82,0,11124,4.13,0.14,0.0205,-2.3422,9.6981,7.3923,-0.8974,-0.0135,0.1756,-0.4751,7.4658,0.2176,0.016,0.0197,0.1443,0.0283,0.0641,-0.0206,-0.0562,0.0657,0.4688,0.0155,0.0057,B9III,B,C,1,0,0,4.13,0.14
HD181475,2.3,4046,1.4,0,4008,0.96,0.08,2.3851,5.5448,-9.471,-1.6728,8.0108,2.8767,6.0321,9.2841,1.3237,9.4173,0.1709,0.3717,4.0315,4.5462,4.4742,3.4132,1.5899,1.9332,5.7043,0.1289,0.2891,K7IIa,K,B,1,0,0,0.96,0.08
HD181527,-46.61,7839,4.1,0.04,7928,3.84,0.43,0.2963,-1.4878,11.1125,7.8249,-1.5866,0.2038,1.7798,0.0624,7.7946,2.4088,-0.0016,0.0339,0.3914,1.0026,0.8215,0.3543,0.1602,0.1363,1.0489,0.0131,0.004,A5/7III,A,D,1,0,0,3.84,0.43
HD181655,1.98,5676,4.41,0,5708,4.43,0.05,0.9302,5.0617,-4.3124,-0.6295,3.9934,0.7843,2.6476,3.5251,2.4772,4.0235,0.0189,0.135,3.1808,2.4031,1.849,1.0447,0.7516,0.3465,1.545,0.015,0.0029,G5V,G,C,1,0,0,4.43,0.05
HD181806,-1.46,6350,4.2,-0.09,6197,3.93,-0.02,0.4784,1.7894,2.717,3.2788,1.087,0.44,2.1143,1.471,4.0453,3.1597,0.0117,0.0639,1.2355,1.3862,1.2405,0.5299,0.3471,0.209,1.0779,0.014,0.0029,F3V,F,C,1,0,0,3.93,-0.02
HD182488,-21.57,5435,4.4,0.07,5386,4.45,0.19,1.0411,5.6677,-6.7498,-2.0317,5.5786,1.1602,3.143,5.903,1.9526,4.8749,0.0636,0.2226,4.6396,3.1622,2.4759,1.5799,1.0152,0.5413,2.8203,0.0167,0.0051,K0V,K,C,1,2,0,4.45,0.19
HD182640,-34.05,6790,4.11,-0.13,7288,4.25,-0.19,0.2332,0.0698,6.7379,5.4375,-0.091,0.2071,1.7722,0.226,5.7362,2.6614,0.0008,0.041,0.6517,1.1637,0.868,0.2587,0.1051,0.0806,0.9226,0.0085,0.004,F1IV-V(n),F,C,1,0,0,4.25,-0.19
HD182640,-34.05,6790,4.11,-0.12,7280,4.25,-0.2,0.2422,0.0787,6.739,5.4448,-0.0924,0.2188,1.7763,0.2046,5.7366,2.6155,-0.0002,0.0405,0.645,1.1606,0.8687,0.2545,0.1101,0.0827,0.8965,0.0092,0.0038,F1IV-V(n),F,C,1,0,0,4.25,-0.2
HD182640,-34.05,6790,4.11,-0.13,7275,4.26,-0.21,0.2409,0.0782,6.7427,5.4463,-0.0695,0.2162,1.8036,0.2041,5.7309,2.6155,-0.0004,0.0396,0.6217,1.153,0.8597,0.2562,0.1186,0.0913,0.9231,0.0088,0.0042,F1IV-V(n),F,C,1,0,0,4.26,-0.21
HD182640,-34.05,6790,4.11,-0.12,7281,4.26,-0.2,0.2412,0.0805,6.7183,5.445,-0.0444,0.2193,1.7819,0.1648,5.7345,2.6447,-0.0001,0.0398,0.6519,1.1571,0.8713,0.278,0.1332,0.0851,0.9028,0.008,0.0041,F1IV-V(n),F,C,1,0,0,4.26,-0.2
HD182736,-49.96,5430,3.7,-0.06,5172,3.52,-0.26,0.8336,5.9569,-5.8839,-1.7342,4.2651,0.9251,2.7633,3.878,1.7527,3.9978,0.0392,0.1388,2.8717,2.3399,1.8997,1.1913,0.8226,0.4153,1.5234,0.0044,0.0045,G8IV,G,C,1,2,0,3.52,-0.26
HD182736,-49.88,5430,3.7,-0.06,5182,3.53,-0.25,0.765,5.9747,-6.1087,-1.9122,4.3079,0.908,2.7933,4.0061,1.7436,4.1684,0.0343,0.1352,2.887,2.4591,1.9062,1.1849,0.7951,0.3991,1.6888,0.0177,0.0072,G8IV,G,C,1,2,0,3.53,-0.25
HD183341,-41.05,5911,4.3,-0.01,5840,4.15,-0.03,0.7233,4.4503,-2.0745,0.5901,2.6344,0.665,2.4506,2.6362,2.9221,3.5216,0.0157,0.0998,2.3592,1.7777,1.5579,0.7287,0.6489,0.2558,1.6779,0.008,0.0032,G5,G,E,1,2,0,4.15,-0.03
HD183341,-40.87,5911,4.3,-0.01,5845,4.13,-0.02,0.6488,4.4698,-2.3449,0.454,2.8549,0.6263,2.3469,2.6531,2.9608,3.8361,0.0113,0.0966,2.3847,1.9533,1.4401,0.7326,0.6717,0.2774,1.6831,0.0173,0.0042,G5,G,E,1,2,0,4.13,-0.02
HD184385,11.4,5552,4.3,0,5562,4.5,0.12,0.7998,5.1107,-5.1514,-1.2945,4.4806,0.9095,3.022,4.34,2.108,4.4699,0.0334,0.1701,3.8154,2.8341,2.1716,1.2839,0.757,0.4501,2.21,0.016,0.0054,G8V,G,C,1,0,0,4.5,0.12
HD184406,-24.65,4461,2.15,0.01,4388,2.86,0.07,1.7254,6.0821,-9.5732,-3.2663,7.2948,1.794,3.8213,8.453,0.9907,5.6574,0.1685,0.3193,4.6722,3.7888,3.4058,2.4169,1.2312,1.0021,3.2655,0.0023,0.0339,K3-IIIbFe0.5,K,C,1,3,0,2.86,0.07
HD184499,-166.48,5733,4.04,-0.6,5673,3.91,-0.59,0.5967,4.6273,-2.0966,0.3627,1.8818,0.423,1.8832,1.1428,2.5136,2.6749,0.016,0.0914,2.2525,1.2133,1.0381,0.4494,0.4469,0.1226,0.7945,0.002,0.0023,G0V,G,C,1,4,0,3.91,-0.59
HD184663,6.34,6478,4.22,0.03,6938,4.36,-0.17,0.3459,1.2202,3.8917,3.8406,0.501,0.2885,1.8681,0.8683,4.4813,2.9093,0.006,0.0492,0.9789,1.2537,0.8835,0.349,0.2294,0.1107,0.9426,0.015,0.0036,F5V,F,C,1,1,0,4.36,-0.17
HD184663,6.34,6478,4.22,0.03,6936,4.36,-0.17,0.3363,1.2113,3.876,3.8284,0.5617,0.3198,1.8934,0.9001,4.4614,2.9103,0.0054,0.0491,0.9995,1.2472,0.8949,0.3763,0.209,0.0975,0.9228,0.0167,0.0043,F5V,F,C,1,1,0,4.36,-0.17
HD184663,6.34,6478,4.22,0.03,6898,4.36,-0.19,0.3279,1.186,3.9228,3.8431,0.5478,0.3537,1.8786,0.968,4.4689,2.8993,0.0049,0.0498,1.0176,1.2677,0.8686,0.3876,0.217,0.1191,0.9402,0.0151,0.0039,F5V,F,C,1,1,0,4.36,-0.19
HD184786,-12.99,3451,0.5,-0.02,3269,0.56,0,4.0643,4.0608,-6.2685,-1.6199,4.645,3.1126,5.4216,16.4209,3.1348,14.1727,0.0467,0.4431,9.2314,3.1136,2.7134,2.307,-0.5369,0.4198,4.0088,0.3603,0.6803,M4.5III,M,D,1,2,0,0.56,0
HD185144,26.6,5281,4.38,-0.26,5334,4.62,-0.2,1.3777,5.5882,-6.5732,-2.0813,5.035,0.95,2.9174,3.2329,1.5301,3.7667,0.0539,0.2148,4.5737,2.7455,2.2804,1.4008,0.7681,0.444,2.2235,0.0032,0.0036,K0V,K,B,1,3,0,4.62,-0.2
HD185758,1.54,5423,3.11,-0.15,5461,2.12,-0.14,0.3964,5.2297,-3.7662,0.1147,3.1622,0.9227,3.298,3.2814,2.4358,5.3993,0.0196,0.0757,1.0027,2.1335,1.8173,0.9628,0.753,0.3873,1.1208,0.003,0.0082,G1II,G,B,1,1,0,2.12,-0.14
HD186379,-7.72,5863,3.91,-0.37,5810,3.88,-0.41,0.5249,4.0989,-1.2027,0.9702,1.8819,0.4439,2.0114,1.2141,2.8131,2.8557,0.0128,0.0709,1.6135,1.2768,1.1118,0.5458,0.3713,0.1491,0.6621,0.0062,0.0019,F8V,F,C,1,4,0,3.88,-0.41
HD186379,-7.74,5863,3.91,-0.37,5871,3.96,-0.36,0.4235,4.2036,-1.5088,0.7397,1.9168,0.3658,2.0956,1.3541,2.766,2.916,0.0114,0.0704,1.6872,1.3901,1.0985,0.4838,0.3331,0.1503,0.8888,0.0183,0.0051,F8V,F,C,1,4,0,3.96,-0.36
HD186980,3.1,38434,3.56,0,37699,3.71,0.09,-0.0326,-0.2925,1.9076,1.8819,0.3545,0.5068,0.5994,0.4335,2.1251,0.5597,0.0174,0.0119,-0.0264,-0.0001,-0.1027,0.3756,-0.0082,-0.1449,0.4127,0.0062,0.0067,O7.5III((f)),O,C,1,0,0,3.71,0.09
HD187123,-16.95,5804,4.38,0.12,5749,4.23,0.07,0.7084,4.8974,-3.3071,-0.1542,3.4949,0.7246,2.6372,3.467,2.7778,4.1565,0.0189,0.1166,2.7459,2.2054,1.7312,0.88,0.7002,0.3408,1.3122,0.0163,0.0053,G2V,G,C,1,4,0,4.23,0.07
HD187691,0.04,6137,4.19,0.08,5954,3.94,0.04,0.6412,3.5843,-0.2817,1.6875,2.1245,0.6187,2.4834,2.4376,3.4155,3.7358,0.0106,0.0814,1.8302,1.6927,1.5181,0.6895,0.4989,0.2531,0.9595,0.0035,0.0035,F8V,F,C,1,4,0,3.94,0.04
HD187923,-20.69,5700,3.99,-0.14,5639,3.96,-0.2,0.7105,5.213,-3.3516,-0.223,2.9666,0.6798,2.3935,2.8475,2.4861,3.3453,0.0254,0.1141,2.6097,1.7655,1.5219,0.7501,0.5795,0.2496,1.0002,-0.0013,0.0023,G0V,G,C,1,3,0,3.96,-0.2
HD187923,-20.66,5700,3.99,-0.14,5656,3.99,-0.19,0.5391,5.0472,-3.3457,-0.3452,2.8634,0.5512,2.4437,2.7147,2.4021,3.5085,0.0223,0.1101,2.6386,1.8947,1.4897,0.7116,0.5348,0.2694,1.1989,0.0138,0.0063,G0V,G,C,1,3,0,3.99,-0.19
HD188056,-22.09,4227,1.16,-0.24,4307,2.59,0.35,2.1099,6.0734,-10.7106,-3.5649,8.2487,2.202,4.4224,11.2343,1.1633,7.4364,0.202,0.3529,4.5555,4.2869,3.8846,2.8861,1.2693,1.4383,5.6756,0.0243,0.0546,K3IIICN2,K,B,1,1,0,2.59,0.35
HD188209,-8,33412,3.13,0,32801,3.31,-0.07,-0.0452,-0.232,1.6378,1.6063,0.4265,0.6957,0.399,1.2644,1.604,0.49,0.0205,0.0127,-0.0067,0.0651,-0.098,0.2627,-0.1322,-0.0251,0.6202,0.0092,0.003,O9.5Iab,O,C,1,0,0,3.31,-0.07
HD188326,-72.84,5251,3.7,0,5243,3.72,-0.23,0.8333,5.8673,-5.4679,-1.5369,4.0923,0.9659,2.6911,4.2966,1.907,4.013,0.0484,0.1629,3.483,2.2905,1.8923,1.1035,0.7382,0.4451,1.8422,0.0033,0.0047,G8IVv,G,C,1,0,0,3.72,-0.23
HD188326,-72.87,5251,3.7,0,5274,3.76,-0.21,0.692,5.9132,-5.7149,-1.7166,4.1189,0.8977,2.8172,4.3035,1.8718,4,0.0458,0.1609,3.535,2.4054,1.8576,1.0891,0.7482,0.4358,1.7308,0.0155,0.007,G8IVv,G,C,1,0,0,3.76,-0.21
HD188510,-192.33,5510,4.56,-1.56,5541,4.42,-1.59,0.7293,3.9221,-2.1697,0.0094,0.9825,0.2014,0.9403,0.1708,1.6059,1.2575,-0.0581,0.0607,2.1283,0.667,0.5849,0.4246,0.1176,0.0018,0.2814,-0.0464,0.0357,G5V:,G,D,1,4,0,4.42,-1.59
HD189087,-29.71,5341,4.4,-0.12,5379,4.64,0,1.4248,5.5703,-6.8528,-2.1071,5.4839,1.0316,3.1899,4.0532,1.6875,4.3644,0.0486,0.2148,4.5748,3.0541,2.452,1.536,0.8934,0.4848,2.3732,0.0073,0.008,G8,G,D,1,2,0,4.64,0
HD190007,-30.59,4563,4.36,0,4414,4.56,0.03,3.6677,5.0719,-9.88,-3.2786,7.9859,1.8275,5.0989,3.9283,0.0543,5.5448,0.2815,0.4857,6.2781,4.7528,4.4557,3.0796,0.9733,0.9562,7.6463,0.0075,0.0227,K5V,K,B,1,0,0,4.56,0.03
HD190007,-30.39,4563,4.36,0,4409,4.57,0.05,3.6322,5.3274,-10.594,-3.6505,8.2988,1.8169,5.0583,4.1509,0.0994,5.772,0.278,0.4822,6.2302,4.8609,4.3519,3.0808,1.2843,0.9536,7.9758,0.0226,0.0237,K5V,K,B,1,0,0,4.57,0.05
HD190067,20.34,5387,4.2,-0.4,5461,4.59,-0.34,1.2032,5.2696,-5.4834,-1.5409,4.1742,0.7304,2.6423,2.1876,1.7299,3.5366,0.0314,0.1743,4.1318,2.2774,1.8522,1.0736,0.6181,0.2811,1.7338,0.008,0.0059,K0VFe-0.9,K,C,1,0,0,4.59,-0.34
HD190228,-50.21,5294,3.85,-0.27,5200,3.55,-0.39,0.7901,5.9575,-5.6557,-1.6955,3.9199,0.8674,2.6652,3.1278,1.6593,3.6489,0.0361,0.1336,2.8171,2.128,1.7598,1.0689,0.68,0.356,1.505,0.0088,0.0059,G5IV,G,C,1,3,0,3.55,-0.39
HD190228,-50.19,5294,3.85,-0.27,5221,3.58,-0.35,0.7249,6.0167,-5.9597,-1.9056,3.9987,0.8041,2.6697,3.3079,1.6766,3.8422,0.0328,0.1295,2.8172,2.2091,1.7426,1.0479,0.6998,0.3311,1.4799,0.0154,0.0071,G5IV,G,C,1,3,0,3.58,-0.35
HD190229,-15.57,13386,3.56,0.74,12964,3.99,0.75,0.0361,-1.5353,7.332,5.8437,-0.4032,0.0538,0.0982,-0.2883,5.8993,0.58,0.032,0.0424,0.0105,-0.0762,0.0904,0.0384,-0.0501,0.0553,0.395,0.0136,0.0017,B9pHgMn,B,D,1,1,0,3.99,0.75
HD190229,-15.36,13386,3.56,0.74,12851,3.99,0.73,0.0091,-1.5418,7.3421,5.8569,-0.4199,0.0526,0.0919,-0.4574,5.8724,0.541,0.0304,0.0407,0.0384,-0.0826,0.0577,0.055,-0.0514,0.064,0.3845,0.0103,0.0016,B9pHgMn,B,D,1,1,0,3.99,0.73
HD190360,-45.38,5576,4.36,0.21,5483,4.13,0.2,0.7549,5.5118,-5.3816,-1.2815,4.6182,1.0026,2.888,6.0755,2.3325,4.771,0.0523,0.1825,3.9213,2.7707,2.1991,1.2507,0.9189,0.5045,2.4545,0.0224,0.0054,G7IV-V,G,C,1,3,0,4.13,0.2
HD190864,-2,41000,3.56,0,40798,3.74,0.13,-0.0086,-0.2583,1.8073,1.8539,0.4217,0.3552,0.6609,-0.4603,2.0804,0.4765,0.0148,0.0073,-0.1259,-0.1087,-0.1325,0.5581,-0.0033,-0.1573,1.2774,0.0037,0.0047,O6.5III(f),O,C,1,0,0,3.74,0.13
HD191026,-33.31,5150,3.49,-0.1,5063,3.68,-0.03,0.9043,5.6841,-6.5975,-1.9071,5.2799,1.1905,3.1253,5.1961,1.7227,4.7322,0.0565,0.1949,3.9426,2.8619,2.371,1.4967,1.0702,0.5885,2.5215,0.0062,0.0076,G8.5IVa,G,C,1,1,0,3.68,-0.03
HD191692,-53.15,11089,3.3,0.2,10532,3.99,0.03,0.0007,-2.3518,10.3758,7.8791,-1,-0.1416,0.2743,-0.4878,8.0665,0.2136,0.0139,0.0229,0.2344,0.1782,0.0326,0.0056,-0.0743,0.0223,0.3533,0.0115,0.0063,B9.5III,B,C,1,1,0,3.99,0.03
HD192639,-7.1,38500,3.37,0,37623,3.18,0.1,0.0039,-0.111,1.2295,1.4079,0.4306,0.6584,0.4855,-2.0794,1.1251,0.5285,0.0144,0.0086,-0.0911,0.0012,-0.1564,0.3546,-0.0539,-0.0666,-0.131,0.0048,0.0082,O7.5Iabf,O,C,1,0,0,3.18,0.1
HD194093,-5.8,6014,0.99,-0.02,6422,0.86,0.11,0.5619,3.654,-1.3435,2.3967,4.0461,0.9808,4.1718,1.4701,4.0036,7.2462,0.0092,0.0667,0.1476,2.4397,1.9264,0.7181,0.371,0.1563,1.0425,0.0134,0.0105,F8Ib,F,C,1,2,0,0.86,0.11
HD194388,1.22,7021,4.06,0.04,7362,4.05,0.1,0.3843,-0.415,8.2636,6.295,-0.5364,0.176,1.8444,0.0997,6.4729,2.4038,0.0085,0.0354,0.2876,1.1011,0.957,0.3062,0.1823,0.0703,1.4029,0.0144,0.0032,F0,F,E,1,0,0,4.05,0.1
HD195034,-0.96,5699,4.27,-0.06,5778,4.35,-0.04,0.7138,4.8905,-3.4868,-0.2831,3.3128,0.6869,2.5624,2.9651,2.6642,3.8172,0.0187,0.1154,2.7746,2.1184,1.6465,0.8986,0.5953,0.2636,1.4373,0.0172,0.0034,G5,G,D,1,0,0,4.35,-0.04
HD195592,-27.8,33976,3.37,0,32205,2.84,-0.15,-0.0273,-0.0026,0.5422,0.8525,0.6871,0.7209,0.1733,-0.1556,-0.1061,-0.3615,0.0067,0.003,-0.0208,0.1384,-0.0785,0.0939,0.0237,0.3196,0.4303,-0.0033,0.0121,O9.7Ia,O,C,1,0,0,2.84,-0.15
HD195634,-56.09,6806,3.52,0,6649,3.38,0.32,0.3639,0.2852,6.6126,5.5922,0.2254,0.4623,2.317,1.0506,5.8898,3.943,0.0058,0.0428,0.4586,1.4647,1.173,0.4266,0.2691,0.1577,1.1046,0.0163,0.0024,F0/2V,F,D,1,0,0,3.38,0.32
HD196426,-19.8,13050,3.85,0.05,12226,4.08,0.34,0.0311,-1.9679,8.2968,6.4085,-0.6209,0.1508,0.1694,-0.3173,6.4387,0.0405,0.0172,0.0182,0.0417,0.0423,0.1234,0.0303,-0.0364,0.0235,0.3719,0.0107,0.0064,B8IIIpec,B,C,1,1,0,4.08,0.34
HD196755,-53.67,5598,3.77,0,5591,3.65,-0.05,0.5974,5.1592,-3.5487,-0.3029,3.0317,0.8099,2.6678,3.4354,2.4131,4.0257,0.0272,0.1008,2.0276,2.0057,1.6738,0.8942,0.6634,0.3462,1.2049,0.0097,0.0065,G2IV,G,B,1,3,0,3.65,-0.05
HD196867,-26.75,11110,3.96,0,11021,3.97,-0.22,0.0228,-2.255,10.0689,7.5661,-0.9717,0.0108,0.2248,-0.2981,7.64,0.3911,0.0169,0.0229,0.1875,0.1031,0.1613,-0.0213,-0.0508,0.0101,0.3269,0.0078,0.0031,B9IV,B,B,1,0,0,3.97,-0.22
HD196991,124.86,6610,3.41,-0.09,6741,4.21,-0.55,0.4104,2.0981,1.6001,2.6715,1.2477,0.2868,1.9363,1.5051,3.8857,3.477,0.0156,0.0697,1.385,1.5017,0.8524,0.4871,0.3912,0.2222,1.3214,0.0119,0.0021,F5V,F,C,1,0,0,4.21,-0.55
HD199191,-197.47,4754,2.25,-0.7,4763,2.65,-0.6,1.0845,6.8569,-7.0863,-2.5296,4.1345,1.1811,3.218,3.3753,1.192,4.372,0.0712,0.167,2.9683,2.1791,1.8415,1.1737,0.8381,0.4262,1.1826,0.0051,0.0106,K0III,K,C,1,1,0,2.65,-0.6
HD199579,-5.8,39928,3.86,0,40595,3.87,0.12,-0.0221,-0.3394,2.4626,2.2402,0.0472,0.3071,0.7455,0.9023,2.5465,0.3415,0.0196,0.0085,-0.0949,-0.0574,-0.1006,0.5169,-0.0884,-0.1598,1.4256,0.0109,0.0015,O6.5V((f))z,O,C,1,0,0,3.87,0.12
HD200375,8.42,6579,4.12,-0.02,6343,4.07,0.02,0.572,2.1552,2.2941,3.1551,1.1372,0.4889,2.1778,1.6169,4.0244,3.4061,0.0082,0.059,1.1914,1.2891,1.0317,0.5198,0.3375,0.1206,0.7988,0.0162,-0.0013,F5/6V,F,D,1,0,0,4.07,0.02
HD201092,-64.86,3911,4.49,-0.41,3968,4.6,-0.45,4.6769,3.6928,-7.0346,-2.6053,5.3498,1.3454,5.1054,0.0857,-1.0856,4.3874,0.3698,0.4723,4.4292,3.9354,3.8305,2.6594,0.5237,0.6953,8.6827,0.0336,0.0891,K7V,K,B,1,2,0,4.6,-0.45
HD201092,-64.79,3911,4.49,-0.41,4027,4.62,-0.45,4.8,3.6127,-7.0403,-2.6417,5.3083,1.3766,5.0929,0.0582,-1.0942,4.2483,0.3697,0.4723,4.4769,3.945,3.7793,2.6487,0.5661,0.6739,8.7448,0.0354,0.0881,K7V,K,B,1,2,0,4.62,-0.45
HD201547,6.89,5361,4.32,0,6486,4.69,-0.08,0.7841,4.6855,-3.907,-0.4634,3.3073,0.8725,2.9759,2.5838,1.6281,4.3118,0.0409,0.117,1.9646,2.0732,1.853,1.0013,0.6066,0.4796,1.7669,0.0114,0.0118,G0,G,E,1,0,0,4.69,-0.08
HD202108,2.48,5712,4.2,-0.21,5744,4.46,-0.2,0.7576,4.8307,-3.6904,-0.4356,3.2391,0.5673,2.464,2.1764,2.3109,3.3766,0.0129,0.1138,2.9037,2.0137,1.5593,0.8451,0.5395,0.2322,1.3665,0.0184,0.0047,G3V,G,C,1,2,0,4.46,-0.2
HD202124,-23.6,33817,3.37,0,33261,3.1,-0.09,-0.028,-0.1573,1.2775,1.3216,0.3501,0.6852,0.3034,0.3667,1.1188,0.3264,0.0083,0.0034,-0.0338,0.06,-0.0772,0.2141,-0.0542,-0.002,0.7959,0.0029,0.0059,O9Iab,O,C,1,0,0,3.1,-0.09
HD203839,-51.98,6888,4.37,-0.05,6605,4.22,-0.56,0.3441,0.8233,4.2912,3.8628,0.3393,0.2876,1.4425,0.3239,4.2872,1.9729,0.0066,0.0501,1.075,0.8978,0.7884,0.3368,0.1831,0.0875,0.8646,0.0088,0.0006,F0,F,E,1,0,0,4.22,-0.56
HD204521,-76.79,5809,4.6,-0.66,5700,4.34,-0.78,0.5937,4.6692,-2.8464,-0.2216,1.9824,0.3007,1.7143,0.7559,2.199,2.4278,0.0135,0.0986,2.6212,1.3112,0.9942,0.4571,0.3368,0.0574,1.3964,0.0082,0.0036,G0V_Fe-0.8,G,C,1,2,0,4.34,-0.78
HD205073,-29.2,9904,3.69,0.1,9521,3.82,-0.02,0.0602,-2.7349,11.9068,8.4263,-1.6076,-0.0816,0.4643,-0.4356,8.3901,0.6544,0.0155,0.0292,0.3759,0.254,0.2193,0.0649,-0.0159,0.0561,0.7031,0.0109,0.004,A1p,A,C,1,0,0,3.82,-0.02
HD205117,-5.06,9979,3.97,0,9445,3.63,-0.46,0.046,-3.3108,13.0322,8.9906,-1.9903,-0.1309,0.3269,-0.5771,8.9057,0.3719,0.0116,0.0222,0.3447,0.1213,0.1323,0.0216,-0.0796,0.0308,0.6735,0.0093,0.0027,A1p,A,C,1,0,0,3.63,-0.46
HD205198,-34.56,9504,3.9,-0.29,9911,3.67,-0.92,0.0639,-2.8545,12.7649,8.7813,-2.1111,-0.1169,0.2893,-0.2634,8.6011,0.4487,0.0093,0.0186,0.3274,0.114,0.2717,0.0112,-0.0319,0.0117,0.5538,0.0088,0.0026,A1.5Vp,A,C,1,0,0,3.67,-0.92
HD205331,-2.84,10160,3.69,0.33,10015,3.9,0.17,0.044,-2.822,11.4692,8.4801,-1.127,-0.1584,0.3929,-0.7017,8.5914,0.6981,0.0177,0.0322,0.257,0.0472,0.101,0.0949,-0.0265,0.0516,0.5869,0.009,0.0018,A1III,A,C,1,0,0,3.9,0.17
HD206088,-30.7,7396,3.65,0.69,7433,3.69,0.52,0.1974,-0.4014,7.946,6.1986,-0.9322,0.5582,2.3416,0.7729,6.61,3.5185,0.0139,0.0413,0.0204,1.3514,1.0661,0.4962,0.2633,0.1479,1.135,0.0177,0.0051,kF0hF1VmF2,F,C,1,2,0,3.69,0.52
